ATP10A,CDKL5,DOC2A,GABRA5,GABRB3,HRAS,HTR1A,HTR3A,HTR7,LRFN4,MBP,NETO1,NIPA2,NLGN4X,NLGN4Y,SLC1A1,SNRPN,SNTG2,ATG4C,CTTNBP2,DLG3,DOCK4,GLO1,IQCB1,MCPH1,MTOR,PPCDC,PTER,UPF3B,ZNF232,APBA2,CDH8,DLX1,DRD4,FMR1,GABRB2,GABRG3,HOXA1,HOXB1,IL1RAPL1,LRRN3,NDNL2,NLGN3,NPAS4,NRXN1,PCDH17,PVALB,RBFOX1,SLC6A3,SLC6A8,TSSK3,ABAT,AHI1,ARX,AVPR1A,CDH10,CDH18,CELF3,CHRNA7,CNTN4,EN2,F10,GABRA4,GABRB1,GAMT,GPR37L1,GRIK1,GRIK2,GRIN2B,KCTD13,NIPA1,NLGN1,NLGN2,NRXN2,NRXN3,NXPH1,ROBO3,SHANK3,TLE6,CAPS2,FOXP2,GABRA2,GAD1,IMMP2L,ITGB3,LRFN1,LRFN2,MAOA,MECP2,NBEA,NDN,OXTR,SCN1A,SEZ6L2,SHANK1,STK39,ANK3,ATP13A4,BDNF,BSN,BZRAP1,C3orf58,CACNA1C,CADPS2,CLSTN2,COMT,DISC1,FBXO15,GABBR2,GABRG1,GRM1,GRM5,HTR2A,HTR2C,HTR5A,JAKMIP1,LAMB1,LRFN3,LRFN5,MARK1,NPS,NRCAM,NTF3,PI4KA,PTEN,RELN,SCAMP5,SEMA5A,SLC18A1,SORCS2,TBR1,TPH1,VIPR2,WNT2,ZNF804A,,Cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0,0,0,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,0.571,0,0,0,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.416,0,6,-0.696568203,-1.142107259,-0.518571773,0.084573142,0.411473537,-0.544354955,-0.435352671,2.209050965,0.631857218,
0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.089579931,-0.879530976,-0.889077346,-0.016497292,0.078729396,-0.348862615,0.098418016,2.008299249,1.038101501,
0,0,0,0.424,0.718,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0.792,0,0,0,0,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.408179035,-0.875826405,-0.449073434,-0.431253884,-0.703699783,-0.647387976,0.030174816,0.285164198,2.383723433,
0,0,0,0.579,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.391867953,-0.489704042,-0.4573698,-0.553160366,-0.54544451,-0.53489434,-0.383945576,1.074970864,2.281415723,
0,0,0,0,0,0,0.454,0,0.493,0,0,0,0,0,0,0.593,0,0,0,0,0.786,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0.805,0,0,0,0,0,0,0,0,0,0,0,0.581,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,0,0,0,0,0.699,0.687,0.843,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0.473,0,0,0,0,0,0,0,0,0.919,0,0,0.804,0,0,0,0.564,0,0,0,0,0,0,0,0,0,0.792,0,0,0.903,0.947,0.437,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.284746849,-0.325548329,0.053175313,-0.541405038,-0.113676264,-0.593896986,-0.365864423,1.129182209,2.042780367,
0,0,0,0,0.402,0,0.534,0,0.52,0,0,0,0,0,0,0.592,0,0,0,0,0.786,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0.852,0.439,0,0,0,0,0,0,0,0,0,0,0.508,0,0.453,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0.441,0,0,0.678,0.642,0.965,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0.474,0,0,0,0,0,0,0,0,0.917,0,0,0.855,0,0,0,0.566,0,0,0,0,0,0,0,0,0,0,0,0.903,0,0.949,0.472,0,0,0,0,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.457485371,-0.876595106,-0.614157447,-0.614487831,-0.302862721,-0.71696737,0.305373596,1.323535034,1.953647214,
0,0,0,0,0,0,0,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0.679,0,0,0,0.658,0,0.905,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0.908,0,0,0,0,0,0,0.65,0,0,0,0.817,0,0,0.707,0,0,0,0,0.947,0.949,0,0,0,0,0,0,0,0,0.948,0,0,0,0,0,0,0,0,0,0,0.726,0,0,0,0,6,-0.753159588,-0.739352392,-0.725791091,-0.391204388,-0.246091829,-0.213924934,-0.255356644,1.158780516,2.166100351,
0.487,0,0,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,0,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0.499,0,0,0,0,0.437,0.472,0,0,0,0,0,0,0,0,0.459,0,0,0,0,0,0,0,0,0,0,0.583,0,0,0,0,6,-0.616827778,-0.622816017,-0.595974289,-0.567219059,-0.572385752,-0.447785435,-0.041426097,1.623371967,1.84106246,
0,0,0,0,0,0,0.91,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.734184338,-0.734184338,-0.734184338,0.370072797,-0.417068316,-0.429241297,0.039638006,0.223300447,2.415851375,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.144719656,-0.739877453,-1.016329409,-0.771239853,-1.158652019,0.339318774,1.36264277,1.398702568,0.730154278,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.231235155,0.752517743,0.031636048,-0.031483967,-0.92393538,-0.328526805,-0.821944728,0.562423194,1.990549051,
0,0,0,0,0,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.48753355,0.53930031,-0.954389297,-0.458955791,1.055617713,-0.938321032,0.329699568,0.488990613,1.425591465,
0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.412162903,-1.156429163,-0.648253159,-0.616410244,-0.704615425,0.045667158,0.356643938,1.293035767,1.842524031,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.020514369,-0.758289853,-0.657020559,-0.719509587,-0.586924841,-0.669905404,0.045593093,1.763818214,1.602753305,
0,0,0,0,0,0,0.581,0.568,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,0.472,0,0,0,0,0,0.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0.566,0,0,0,0,0,0,0,0,0.956,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0.943,0.944,0.948,0.459,0,0,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,0.414,0.971,0,0,0,6,-0.367798266,-0.367798266,-0.367798266,-0.079969707,-0.367798266,-0.367798266,-0.367798266,-0.367798266,2.65455757,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.861507382,0.21292703,-0.637381107,-0.709241222,-0.753890163,-0.652374362,0.150769887,1.664069103,1.586628216,
0,0,0,0,0,0.916,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,0.569,0,0,0,0,0,0,6,-0.915182755,0.731916657,-0.551669825,-0.676908468,-0.732831666,-0.438679738,-0.140554,0.523768167,2.200141627,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,0,0,0,0,0,6,0.682098837,0.056895027,0.087966044,-0.725891199,-0.549545056,-1.354642523,-0.689412432,0.446845144,2.045686158,
0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,0,0,0,0.587,0,0,6,-0.962046045,-0.867320704,-0.525955751,-0.624013698,-0.583860123,0.137164204,0.216272945,1.383021486,1.826737687,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0,0,0.407,0,0,0,0,0,0,0,0,0,0,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0.456,0,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0,0,0,0,0,0,0.426,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,6,-0.960391934,-0.814468493,-0.009037505,-0.39009218,-0.416153432,-0.036910638,-0.303557703,0.543053683,2.387558201,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.771872144,-1.010703661,-0.66243864,-0.732447458,-0.595805528,-0.837286208,0.287943093,0.938104654,1.840761604,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0,0,0,0.563,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0,0,0,0,0,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.616787855,-0.424326231,-0.372875957,-0.260018571,-0.538346987,0.34973147,0.120102014,0.734067878,2.008454238,
0,0,0,0,0,0,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0,0,6,-0.824512478,-0.787002571,-0.771915252,-0.62362101,-0.352774515,-0.303722974,0.728544632,0.892415008,2.04258916,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.26420887,-0.673883819,-0.911843628,-0.723743848,-0.017605602,-0.035701356,1.076667692,0.975551548,1.574767883,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,0,0,0,0,0,6,-0.651809475,-0.651296345,-0.654126416,-0.657152021,-0.625347293,-0.262108963,0.27196864,1.094616856,2.135255017,
0,0,0,0,0,0,0.759,0.511,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,0,0.585,0,0,0,0,0,0,0.726,0.583,0,0,0,0,0,0,0.414,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,6,-0.496649079,-0.494050969,-0.492852033,-0.499252213,-0.512669203,-0.477961811,-0.259292787,0.831086386,2.401641709,
0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.52981229,-0.485750686,-0.556733156,-0.475699522,-0.444441676,-0.436130022,-0.367443614,0.943552995,2.352457971,
0,0,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,0,0,0,0,0,0,0,0,0,0,6,-0.437415648,-0.407726912,-0.707080342,-0.60820481,-0.707080342,-0.267099663,-0.312821675,1.43998625,2.007443143,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,0,0,0,0,0.648,0,0,0.558,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.660783423,-0.382005498,-0.661116487,-0.601742959,-0.576563145,-0.445615478,-0.034608754,1.215876906,2.146558837,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,,,,,,,,,
